id,name,ingredients,method,image,video
31,CHICKEN SAMOSA,"Samosa patti as needed~Chicken mince 1/2 kg~Chopped green chilies 3-4~Ginger garlic paste 1 tsp~ Crushed Black pepper 1 tbsp~Onion (grate it and squeeze water) 2 medium~Cumin seeds, roasted and crushed 1 tsp~Mustard powder 1 tbsp~Chinese salt 1 and 1/2 tsp~Whole coriander seeds, crushed 1 tsp~Coriander powder 1 tsp~Salt to taste~Soya sauce 1 tbsp~All spice powder/ garam masala 1/2 tsp~BBQ sauce/H P sauce 2 tbsp~Vinegar 1 tbsp",In chicken mince add all ingredients and mix well.~Make a paste of flour to seal samosas. (2 tbsp. flour 4 tbsp. water mix well)~Make samosa and fry in oil on medium flame. Because chicken is raw so let it cook on medium to slow heat.~Serve with ketchup or any sauce.~You can freeze them for a month.,http://www.ainycooks.com/wp-content/uploads/2017/06/CHICKEN-AND-CORN-SAMOSA-M.jpg,
32,LONG CHIRAY- DEHLI SPECIAL CHAT,"Gram flour/ basan 3/4 cup~All purpose flour/ maida 1/4 cup~Baking soda 1/4 tsp~Garlic paste 1/2 tsp~Salt to taste~Zarda color  optional , pinch~Talhar mirch / dry whole chili 1oo g~Amchor/ dry mango/ tamarind pulp 100 g or to taste~Garlic cloves 7-8~Salt to taste","Make a paste of gram flour with all ingredients. Paste should be like normal  basan phulki paste.~Fry in oil and soak all in water for 5 minutes.~Squeeze water carefully.~Arrange in a serving dish.~You can add zarda color in batter, in original recipe they used it.",http://www.ainycooks.com/wp-content/uploads/2017/06/LONG-CHIRE-M.jpg,
33,MALAI CHICKEN KOFTA,"Chicken Mince  1/2 kg~Onion 1 large (chopped and squeezed)~Green chilies 3-4 chopped~Coriander leaves few leaves chopped~Salt to taste~Red chili powder 2 tsp~All spice powder 1 tsp~Cumin seeds (roasted and grinded) 1 tsp~Garlic and ginger paste 1 tbsp~Roasted chickpea powder 3 tbsp~Crushed coriander seeds 1 tsp~Egg 1~Onion 3 medium, sliced~Tomato paste 1 cup~Ginger garlic paste 1 tbsp~Yogurt 1 cup~Salt to taste~Red chili powder 1 tsp~Turmeric powder 1/2 tsp~Coriander powder 1 tsp~All spice powder/ garm masala 1 tsp~Cumin powder 1 tsp~Cream 3 tbsp~Coriander leaves, green chilies, ginger in julienne cut as needed~Oil 1/2 cup","Take chicken mince or add boneless chicken in chopper and chop it.~Add onion (chop it fine and squeeze to remove water) , ginger garlic paste and all other ingredients.~Mix well and keep in freezer for 1/2 hour.~Make Koftas.~Fry them in oil and set aside.",http://www.ainycooks.com/wp-content/uploads/2017/05/chicken-kofta-m.jpg,
34,BUTTERSCOTC FRUIT DELIGHT/ CHAT,Mix fruits  as needed~Cream (milk pack or whipy whip) as needed~Butter scotch as needed~Butterscotch sauce as needed~Icing sugar to taste~Sprinkles as needed,"Cut fruits (banana, apple, pineapple, cherries or you can take cocktail fruit as well ) in small pieces.~Beat cream and add Butter scotch and butterscotch sauce in it. For making both at home you can click the link below and get the recipe : BUTTER SCOTCH & BUTTER SCOTCH SAUCE~Adjust sugar according to your taste.~Add fruits and keep in refrigerator.",http://www.ainycooks.com/wp-content/uploads/2017/05/BUTTERSCOTCH-CREAM-CHAT-M.jpg,
35,TANDORI CHICKEN CUTLETS,"Chicken boneless 1 cup~Tandori masala of any brand 1-2 tbsp  according to your taste~Ginger garlic paste 1 tsp~Green chili paste 1/2 tsp~Chicken powder 1/2 tsp~Potatoes 4 medium size~Black pepper 1/2 tsp~Salt to taste~Coriander leaves as required~Chopped chilies 1-2 ~Egg 1, beaten~Bread crumbs as needed","In Chicken add tandoori masala, ginger garlic paste, chicken powder, chili paste. Mix well and keep it in refrigerator for 1-2 hours.~Heat 1 tbsp oil in pan and add marinated chicken in it. Cook till tender and shred it.~Mash potatoes and add chicken mixture , Salt, black pepper, coriander leaves and green chilies.~Mix well.~Make shape of your own choice.~Dip in egg and in bread crumbs.~Shallow fry.",http://www.ainycooks.com/wp-content/uploads/2017/05/tandori-chicken-cutlets-m.jpg,
36,ALOO KULIAN- POTATO POCKETS CHAT,"Potatoes 4-5 medium ~Boiled chickpeas 1 cup or as needed~Mint Raita 1 cup~Imli /tamarind sweet n sour sauce 1/2 cup or as needed~Chat masala as required~Crushed chilies as required~Chopped vegetables
(Tomato, onion, coriander, mint) as needed~Seve optional, as needed","Boil potatoes but should not be very soft and tender. Remove skin and scoop out center part carefully with spoon.~Sprinkle crushed chilies and chat masala on potatoes.~Mix all vegetables in a bowl.~Assemble kulian by adding chickpeas, vegetable,  imli chatney and raita.~You can chick Recipe of Raita here: MINT RAITA~You can get the recipe of Imli Chatney here: SWEET AND SOUR IMLI CHATNEY~You can serve as I have shown in the picture too.",http://www.ainycooks.com/wp-content/uploads/2017/05/kulian-m.jpg,
37,KUNAFA – ARABIC DESSERT,"Vermicelli of any brand 2 packets~Butter 1/2 cup~Sugar  1 and 1/2 cup ~Water 2 cups for syrup~Lemon juice 1 tbsp or to taste~Water 2 cups for filling~Milk powder 1 cup~Corn starch/ ararot powder 1 cup~Sugar 4 tbsp for filling~Cream , milk pack 4 tbsp~Cream cheese 4 tbsp~Condensed milk 4 tbsp~Mozzarella cheese, shredded 1 cup~Mixed nuts or Pistachio as needed~Orange food color as needed","In a pot add water , lemon juice and sugar, make syrup. Syrup should be thick in consistency.~Crush vermicelli and add melted butter in it.~In 2 cups water add milk powder, Corn starch, sugar. Cook for few minutes till become thick. Let it cool.~In a blender add this mixture and cream cheese, condensed milk and cream. Blend till smooth paste form. You can mix with fork too.~ Take a loose bottom pan, grease with butter. Spread orange food color.~Now spread vermicelli first layer, press it down with hand.~Spread cheese sauce on layer , shredded mozzarella cheese and mixed nuts.~Spread vermicelli second layer, press it down and bake it for 20 minutes at 180c.~After baking spread syrup or invert it in a dish and remove from pan, pour syrup on top. You can spread condensed milk too.",http://www.ainycooks.com/wp-content/uploads/2017/05/kunafa-m.jpg,
38,HIGHWAY -61  BALOCHI KARHAI,Chicken  1 kg~Green chilies 15-18 upto taste~Freshly chopped ginger garlic paste 2 tbsp~Salt to taste~Black pepper 1 tsp~Ghee (clarified butter) 1 cup~Lemon juice 2 tbsp~Coriander leaves  as required~Green chilies for garnish~Ginger sticks  as needed~Roasted and crushed cumin seeds 1 tbsp~Roasted and crushed coriander seeds 1 tbsp~Crushed red chilies 1 tsp~Chat masala 1 tbsp~Black salt 1/2 tsp~All spice / garam masala powder 1/2 tsp~Dry fenugreek Leaves/ Qasori methi 1 tsp,"In a wok add ghee and heat it, add chicken and fry till color change. Add green chilies  and fry with chicken till brown color appear.~Now add ginger garlic paste and fry for few seconds, add salt and black pepper and 1/4 cup water, cover with lid and cook till tender.~Mix all spices of karhai masala and set aside.~Add karhai masala and mix well. Add lemon juice , coriander , ginger and chilies. Let it simmer for 5 minutes.~Turn off flame and give smoke of charcoal. If you like to.",http://www.ainycooks.com/wp-content/uploads/2017/05/balochi-karhai-m.jpg,
39,PERI PERI FRIES,Potatoes 2-3 ~Crushed red chilies 2 tbsp~Salt to taste~Chat masala 1/2 tsp~Lemon salt 1/2 tsp,"Cut potatoes in fingers.~Boil water in a pot and just dip potatoes in boiled water for five minutes.~Strain and let them cool a bit.~Coat them with corn flour and fry in oil.~Make spice mix for Fries.~Mix salt, lemon salt, crushed red chilies and chat masala.~Sprinkle this masala before serving.~Serve these fries with SPICY PERI PERI RICE AND GRILLED PERI PERI CHICKEN.",http://www.ainycooks.com/wp-content/uploads/2017/04/peri-peri-fries-m.jpg,
40,SPICY PERI PERI RICE,"Boiled rice  500 g~Soya sauce 2 tbsp~Peri peri sauce 2 tbsp~Ginger garlic paste 1 tbsp~Chopped onion 2 tbsp~Tomato cut in cubes 1 medium~Capsicum , cubed 1 medium~Oil 1/4 cup~Salt to taste~Black pepper 1 tsp","In oil fry chopped onion, add ginger garlic paste and stir for few seconds.~Now add boiled rice, cubed capsicum, salt, black pepper, soya sauce, peri peri sauce , mix well.~Add chopped tomato in rice and let it simmer for 10 minutes.~Serve hot with PERI PERI GRILLED CHICKEN.(Click the link for recipe)",http://www.ainycooks.com/wp-content/uploads/2017/04/peri-peri-rice-m.jpg,
41,NANDO’S PERI PERI GRILLED CHICKEN,"Chicken  1 kg, cut into four pieces with skin if you like.~Soya sauce 2 tbsp~Black pepper 1 tsp~Garlic paste 2 tsp~Wooster sauce 2 tbsp~Oil 4 tbsp~Lemon juice 4 tbsp~Salt 1 tsp~Paprika powder 1-1/2 tbsp~Peri peri sauce 3 tbsp~Meat tenderizer / Papaya paste 1 tsp","Mix all spices in a bowl.~Marinate chicken with all spices.~Apply spices on chicken pieces. Leave this for 3-4  hour.~Now grill in preheated oven for 20 minutes.~Place on a frying pan with its marinade, fry till light brown.~Serve with Peri Peri Rice and Fries.~Click the link for SPICY PERI PERI RICE",http://www.ainycooks.com/wp-content/uploads/2017/04/peri-peri-chickn-m.jpg,
42,CREAM PUFFS OR ECLAIRS OR PROFITEROLES,Plain flour 1 cup~Butter 1/4 cup~Water 1 and 1/4 cups~Eggs 3 ~Cooking or milk chocolate for topping ~Cream as needed~Vanilla essence  as needed~Vanilla pudding 1 packet ~Whipped Cream 1 cup~Cream cheese 2 tbsp,"Place butter and water in a pan and bring water to the boil. Stir constantly till butter melts.~Remove from flame and add sifted flour in it, use hand whisk to mix smoothly.~Again cook till mixture leaves the sides of the pan and form a smooth ball.~Allow the mixture to cool slightly and add eggs one by one.~Beat with electric beater till smooth mixture form.~Fill a piping bag to pipe 7-10 cm lengths for éclair.~Make small balls for cream puffs or profiteroles.~Bake at 220c for 10-15 minutes or till they look brown and crispy.~Beat cream by using vanilla essence till fluffy, fill in the piping bag.~Melt chocolate in microwave or double boiler.~Make a hole and fill in the cream or cut from center and fill the cream. Dip upper shell in chocolate.",http://www.ainycooks.com/wp-content/uploads/2017/04/CREAM-PUFF-M.jpg,
43,UMM ALI- EGYPTIAN DESSERT,"Milk 2 and 1/2 cups~Butter 1 tbsp~Sugar 1/2 cup or to taste~Cardamom powder 1 tsp~Nuts (Almond, pistachio, raisins, coconut) as needed for milk~Baqar khani/ puff pastry small cookies 4-6 if small, i have used 2 big one.~Cream  200 ml for adding in milk and 3 tbsp for garnish~Nuts  as needed for sprinkling on top.","In milk add sugar , butter, cardamom powder, nuts and raisins and cook for 10- 15 minutes.~Remove from heat. Let it cool a bit and mix cream in it. Mix well.~ Arrange baqarkhani in a heat proof dish. Pour milk on it.~Spread cream on each baqar khani and sprinkle nuts, raisins, desiccated coconut. Nuts you can use of your choice.~Ready to serve ????",http://www.ainycooks.com/wp-content/uploads/2017/04/Um-Ali-m.jpg,
44,OATS GAJRELA / KHEER,Quaker Oats 1/2 cup~Desi ghee/ oil 1 tbsp~Cardamom powder 1 tsp~Milk 3 cups~Grated carrot (if making gajrela) 4 tbsp~Nuts as needed,"Add 1 tbsp oil/ desi ghee in pot and cardamoms. Stir for few seconds and add grated carrots. (if making gajrela otherwise add oats as mentioned in next step)~Stir for few seconds. Now add oats and stir for few more seconds.~Add milk and sugar/ honey. Mix well.~Let it cook for few minutes, keep on stiring.~When become thick add nuts.~Serve chill.",http://www.ainycooks.com/wp-content/uploads/2017/04/oats-kheer-m.jpg,
45,BUTTER SCOTCH CAKE,"Eggs  6~Sugar, grind it 125 g / 12 tbsp~Plain flour 125 g /12 tbsp~Baking powder 1tsp~Vanilla essence few drops~Sugar  100 g~Butter 25 g~Nuts , mixed 50 g~Sugar 200 g~Butter 60 g~Salt 1/2 tsp~Cream 200 g~Milk 100 ml","In a large bowl add sugar and eggs, beat for 3-4 minutes or till fluffy. They will become double in volume and foamy. Add vanilla essence and mix well.~Add flour and baking powder, first sieve it.~Now use spatula to mix flour with light hands.~Divide batter in two 8? pans and bake at 180c in preheated oven.~Let it cool completely.",http://www.ainycooks.com/wp-content/uploads/2017/03/butter-scotch-cake-2.jpg,https://www.youtube.com/embed/yNORwwwY0oU
46,CHICKEN SALAD ON APPLE SLICES,"Apples 2-3~Chicken, boiled and shred 1/2 cup~Cabbage 1/4 cup~Carrot, grated 1~Capsicum, chopped 1 small~Dried craneberries 1 tbsp~Cream cheese 2 tbsp~Mayonaise 1/2 cup~White pepper 1/4 tsp~Black pepper 1/2 tsp~Salt to taste~Olive as needed~Red chili flakes  as needed",Cut all vegetables and mix all other ingredients in it.~Keep it in refrigerator.~ Just before serving cut apple slices and place  spoonful salad on slice and serve.~You can dip apples in lemon water to avoid browning of slices. Instead of mayonnaise use yogurt if you like.,http://www.ainycooks.com/wp-content/uploads/2017/03/salad-on-apple-m.jpg,
47,KATWA GOSHT – ATTOCK’S SPECIAL DISH,"Beef with bones 1 kg~Ginger , fresh crushed 1 tbsp~Garlic fresh crushed 1 tbsp~Tomatoes 3-4 large, chopped~Onion 3 medium, chopped~Salt to taste~Red chili powder 1 tbsp~Turmeric powder 1 tsp~Whole spices mix 1 tbsp~Green chilies, chopped 8-10 ~Coriander leaves as needed~Ghee 1 cup~Flour/ red flour/ chaki ka ata 2 tbsp ~Water  6 glasses or according to your requirement","Take beef with a little bit fat. Wash it.~In a clay pot add ghee and heat it, add all ingredients, add chopped green chilies half quantity, add all spices and water. Water you can adjust according to your requirement. In Attock beef takes 40-50 minutes to become tender. So i will add water according to my requirement.~Cover with lid and let it cook on low flame. When water dries, fry it on high flame. Now add water for gravy. Let it boil.~Add 1/2 cup water in flour, mix and add in meat.~It will become thick. Consistency is in your hand, you can adjust it.~Let it simmer for 10 minutes.~If you don’t want to add flour than serve just after frying.~Before serving sprinkle coriander and green chilies.",http://www.ainycooks.com/wp-content/uploads/2017/03/katwa-m.jpg,
48,CHICKEN PATTIES FROM FROZEN PARATHA,"Frozen Parathas of any brand. as needed~Chicken filling as needed~Egg , beaten 1","Prepare chicken filling from this recipe : Chicken fried sandwices.~Now take out frozen parathas and remove sheet, dust flour on surface and place on it. Let it thaw for few seconds and cut shape from cutter. Remove sheet on first place otherwise paratha will stick with sheet. In that case remove it and make a parah again and roll it.~Place filling and cover with another piece.~Brush egg wash and place on baking tray.~Bake at 180c till nice color appear.~Serve with ketchup.",http://www.ainycooks.com/wp-content/uploads/2017/03/frozen-paratha-patties-m.jpg,
49,GULAB JAMUN,"Flour 1/2 cup and 1/4 cup~Semolina/ suji 1/2 cup~Fresh Milk 1/2 cup~Ghee 1/2 cup~Powdered milk 1/2 cup~Cardamom powder 1/2 tsp and 3-4 for syrup~Egg, beaten less than half~Baking soda  less than 1/4 tsp~Sugar 1 cup~Water 1 cup~Oil / ghee for frying  as needed","Soak semolina in 1 cup water.~In a pot add milk and ghee and let it boil.~On first boil add powdered milk and stir vigorously.~Let it cook and dries milk.~Now discard water and add soaked semolina in milk mixture. Mix well.~Add flour in it and mix well. Keep the flame low.~After adding flour the mixture will become like a dough.~Let it cool down or keep it in fridge till cool completely.~Add cardamom powder in it, add less than half egg, less than 1/4 tsp baking soda,  1/4 cup flour in jamun dough.~Mix all well and make balls of equal size.~Fry jamuns in oil and, flame should be medium low.~Meanwhile in a pot add water , sugar and cardamom. Let it cook till sugar dissolve.~Put jamuns in sheera/ syrup and keep them in syrup for few hours.",http://www.ainycooks.com/wp-content/uploads/2017/03/Gulab-jamun-dd.jpg,
50,POPPY SEEDS AND CHERH HALWA,Suji/ semolina 1/2 cup~Sugar a little less than 1/2 cup ~Poppy seeds 2 tbsp~Desi Ghee/ Butter a little less than 1/2 cup~Cherh 1/2 tsp~Almond as needed,"In 1 tbsp ghee fry cherh, it will pop and become double in size. Drain on paper towel and grind it finely.Set aside. Use 1/2 tsp in halwa and store rest in a jar.~Soak Suji in water.~In a heavy bottom pan add sugar and 1 tbsp water. Melt sugar.~Now add ghee and stir, add suji in it. Mix well.~Add poppy seeds/ kashkas and mix well. Cook till ghee separates.~ Now add Cherh in halwa and mix, add almonds.~Serve hot.",http://www.ainycooks.com/wp-content/uploads/2017/03/cherh-halwa-m.jpg,
51,CHICKEN OATS HALEEM,"Chicken with bones or breast piece less than 1/2 kg or 2 breasts ~Ginger garlic paste 1 tbsp~Oil 3-4 tbsp~Oats 1 cup~Coriander seeds 2 tbsp~Dried chilies 2-3~Cardamom 1/2 tbsp~Cloves 2~Cinnamon stick 1 piece ~Cumin seeds 1 tsp~Coriander leaves and green chilies as needed~Chat Masala as needed~Onion 1 medium, sliced~Salt to taste~Red chili powder 1 tsp~Chicken  4-5 pieces with bones.~Chicken broth/ stock 2 cups~Instant Oats 1/2 cup~Haleem masala 2-3 tbsp or to taste~Olive Oil / vegetable oil 2 tbsp~Green coriander and chilies as needed","Boil chicken In 5 cups water , cook till tender and remove it from stock.~Add oats in the same stock and cook till soft. Shred chicken and add in oats.  Set aside.~In a pot add oil and fry onion till light brown color appear, add ginger garlic paste in it and cook for few seconds.~Dry roast all cardamom, coriander seeds, red whole chilies, cinnamon sticks , cloves and cumin, grind them. Use this haleem spice according to your taste, and store remaining in air tight jar.~Add all spices in oil and stir for few minutes.~Now add chicken oats mixture and mix well. You can add water if required.~Cook till desired consistency obtain.~Garnish with coriander leaves and chilies.~Serve hot.",http://www.ainycooks.com/wp-content/uploads/2017/03/oat-haleem-m.jpg,
